los_score,distance_to_rail_m,geometry,hash,number,street,unit,city,district,region,postcode,id
1,84.85123026159313,POINT (-87.6340326 41.7105346),7019b31f368d4ede,10100,S EGGLESTON AVE,,,,,,
1,84.844485680423,POINT (-87.63402979999998 41.710432999999995),f7d135135085f89c,10104,S EGGLESTON AVE,,,,,,
0,84.83617910217902,POINT (-87.6340279 41.7103653),a26a921b502e8c91,10108,S EGGLESTON AVE,,,,,,
0,84.83930208445392,POINT (-87.63402609999999 41.7102975),f4589f430efc7b5a,10110,S EGGLESTON AVE,,,,,,
0,84.83381754931565,POINT (-87.63402239999999 41.7101621),d0272555e36aa080,10114,S EGGLESTON AVE,,,,,,
1,64.46903014026479,POINT (-87.633671 41.7039155),6f29db5ec70754f1,410,W 105TH ST,,,,,,
1,33.473458209156625,POINT (-87.6333926 41.70391899999999),78af670147fa863b,410,W 105TH ST,,,,,,
1,54.443072018001416,POINT (-87.6336017 41.7046863),e891dc69f5648a4e,407,W 104TH ST,,,,,,
0,54.392841916133634,POINT (-87.63359569999999 41.7044805),a630281d43b4e83e,401,W 104TH ST,,,,,,
1,99.20297818617674,POINT (-87.63400009999998 41.7045466),908e49a58b0cdcde,10421,S EGGLESTON AVE,,,,,,
0,99.17169643761015,POINT (-87.6339976 41.7044643),56bb9c183163cba3,10425,S EGGLESTON AVE,,,,,,
0,99.1296026102801,POINT (-87.63399499999998 41.7043819),91480427e5b3c0a1,10427,S EGGLESTON AVE,,,,,,
1,99.0872083717462,POINT (-87.6339924 41.7042996),5e568713e263c784,10431,S EGGLESTON AVE,,,,,,
0,57.17828157779738,POINT (-87.63276829999998 41.7109734),f3babbe0694545ea,348,W 101ST ST,,,,,,
0,96.3668107155347,POINT (-87.63241629999999 41.7109774),b9df28531df7c41f,340,W 101ST ST,,,,,,
0,84.82158516642068,POINT (-87.6340159 41.7099251),9151e7219cee0650,10122,S EGGLESTON AVE,,,,,,
0,75.58468001385145,POINT (-87.6325399 41.7086361),6beeb8da7f1cbb2b,345,W 102ND ST,,,,,,
0,85.78188104826128,POINT (-87.6324483 41.7086369),2b35d198f3ee5b03,343,W 102ND ST,,,,,,
0,98.52838233940193,POINT (-87.6323338 41.7086379),5b27bd305176452c,339,W 102ND ST,,,,,,
1,39.292667904499176,POINT (-87.63285549999999 41.7082473),9c67b846be705fc1,354,W 102ND PL,,,,,,
0,51.03719657206232,POINT (-87.63275 41.7082482),42fe57b033d592c0,350,W 102ND PL,,,,,,
0,61.234997742109826,POINT (-87.63265839999998 41.7082492),7119ed1c57eccbcb,348,W 102ND PL,,,,,,
0,71.43219876020738,POINT (-87.63256679999999 41.70825000000001),00899be8493da4ee,344,W 102ND PL,,,,,,
1,84.76735445688091,POINT (-87.6339658 41.70808499999999),622c5611747ee31a,10224,S EGGLESTON AVE,,,,,,
1,84.76085445970601,POINT (-87.6339595 41.707853500000006),de01d6924d300062,10232,S EGGLESTON AVE,,,,,,
1,84.75313987208683,POINT (-87.63395759999999 41.707785599999994),c96d2b7d090968f9,10236,S EGGLESTON AVE,,,,,,
1,42.4161050702755,POINT (-87.6329009 41.710972),7a06110cc4749aa1,352,W 101ST ST,,,,,,
0,69.42484697528198,POINT (-87.6326583 41.710974699999994),13ecc292a054af79,346,W 101ST ST,,,,,,
0,84.12054540194521,POINT (-87.6325263 41.7109762),025f9363389761d4,342,W 101ST ST,,,,,,
0,65.72521524304516,POINT (-87.63287319999999 41.7177123),de1705b425005cb3,347,W 97TH ST,,,,,,
0,75.91278754987943,POINT (-87.63278169999998 41.7177136),7ff5f54645d86ce5,345,W 97TH ST,,,,,,
0,86.11148955102418,POINT (-87.63269009999999 41.717714900000004),cfa22e2574b1dd96,343,W 97TH ST,,,,,,
0,96.2990618579896,POINT (-87.6325986 41.7177162),fbe88396e1983b51,341,W 97TH ST,,,,,,
1,80.28211265025544,POINT (-87.63272289999999 41.7169888),6f20311246128313,9728,S HARVARD AVE,,,,,,
1,80.33685558906731,POINT (-87.6327302 41.7172778),90c1443681898bea,9722,S HARVARD AVE,,,,,,
1,80.25564414034844,POINT (-87.63271979999999 41.716865000000006),9ea85e08572e164e,9736,S HARVARD AVE,,,,,,
0,80.23067909159938,POINT (-87.6327178 41.7167825),4b9d6b7ad232ebec,9740,S HARVARD AVE,,,,,,
1,80.2162439149466,POINT (-87.63271569999999 41.7166998),19e464d35737721c,9742,S HARVARD AVE,,,,,,
1,80.19127950254202,POINT (-87.6327137 41.7166173),fcc773ec5bde9dda,9746,S HARVARD AVE,,,,,,
1,80.16631540789736,POINT (-87.63271169999999 41.71653479999999),f2bdae1ff9e913fc,9748,S HARVARD AVE,,,,,,
1,37.53996265202473,POINT (-87.63297939999998 41.7122585),419713c8108b95df,355,W 100TH ST,,,,,,
0,47.470351238355555,POINT (-87.6328902 41.7122594),d20552e222e97820,353,W 100TH ST,,,,,,
0,57.267783676563695,POINT (-87.6328022 41.7122605),f9cf8743079543b9,349,W 100TH ST,,,,,,
0,65.40028408180656,POINT (-87.6326453 41.7091514),1189c2663adf252f,348,W 102ND ST,,,,,,
0,75.5980852921423,POINT (-87.6325537 41.7091524),2332886c62e74931,344,W 102ND ST,,,,,,
0,88.33405707240168,POINT (-87.63243929999999 41.7091536),fa9d24e264150ba7,342,W 102ND ST,,,,,,
1,80.32271857312818,POINT (-87.6327281 41.7171952),b6d3be9f4aa682fc,9724,S HARVARD AVE,,,,,,
1,80.3085818738738,POINT (-87.63272599999999 41.71711259999999),16beefea62977692,9726,S HARVARD AVE,,,,,,
1,38.5593173624565,POINT (-87.6331166 41.717686900000004),f313607c30e73148,355,W 97TH ST,,,,,,
0,49.00317273631136,POINT (-87.6330228 41.717688300000006),4003107c01a7c278,351,W 97TH ST,,,,,,
1,72.99780690742907,POINT (-87.6338139 41.7063733),94636422e9df60c0,412,W 103RD PL,,,,,,
1,42.257917405343235,POINT (-87.6335378 41.706376899999995),cd51bc3214c163df,400,W 103RD PL,,,,,,
1,44.794385618984265,POINT (-87.6335734 41.706852),28e157b834d0128a,405,W 103RD ST,,,,,,
0,57.97674530290247,POINT (-87.6336918 41.7068504),f7f13bf970aedaaa,409,W 103RD ST,,,,,,
1,28.10887292917707,POINT (-87.6334235 41.70685269999999),051114b65c5be7ff,401,W 103RD ST,,,,,,
1,12.96983058825015,POINT (-87.6332854 41.706775699999994),eb460a6686d39a04,401,W 103RD ST,,,,,,
0,98.29721776779186,POINT (-87.63405179999998 41.7067659),9828c17261dd2cf6,421,W 103RD ST,,,,,,
0,94.63030538914911,POINT (-87.63400819999998 41.70637080000001),514dd5e77c0e5a2c,418,W 103RD PL,,,,,,
0,84.42077453663077,POINT (-87.6339165 41.706372),bba46f33b0dfbd45,420,W 103RD PL,,,,,,
0,84.84774542106581,POINT (-87.63393099999999 41.7067675),096d7926f840f5ac,421,W 103RD ST,,,,,,
0,71.39857315942771,POINT (-87.6338102 41.70676900000001),37ba79b9315a977d,413,W 103RD ST,,,,,,
1,47.59344857494409,POINT (-87.6327242 41.706143700000005),fb2fbec62d95c16a,329,W 103RD ST,,,,,,
0,79.94088717168019,POINT (-87.63268659999999 41.71552870000001),8c0859e8b683a01a,9818,S HARVARD AVE,,,,,,
1,46.68913557795809,POINT (-87.62409809999998 41.71721000000001),a2a8cfcd4cb54adb,9720,S STATE ST,,,,,,
1,79.91592727005417,POINT (-87.63268459999999 41.7154462),4447b58f98f1c44c,9822,S HARVARD AVE,,,,,,
1,79.90239744689832,POINT (-87.63268249999999 41.7153638),94f2fa33133d016a,9820,S HARVARD AVE,,,,,,
1,79.83507767530038,POINT (-87.6326752 41.71507059999999),af32c0ef3824cb9e,9822,S HARVARD AVE,,,,,,
1,65.01680309493027,POINT (-87.6327957 41.714601699999996),ad5114c5b41603ba,350,W 99TH ST,,,,,,
1,75.24829387138007,POINT (-87.6327038 41.7146028),656b20e7ec54f607,352,W 99TH ST,,,,,,
1,85.51347379719394,POINT (-87.6326116 41.714604),6d11e4518e61f016,354,W 99TH ST,,,,,,
1,82.61841905654676,POINT (-87.62529179999999 41.7171249),e4f571224cce5d51,9720,S LAFAYETTE AVE,,,,,,
1,8.11643140560337,POINT (-87.62460319999998 41.7171722),39c27d8ef69ec5cf,9721,S LAFAYETTE AVE,,,,,,
1,84.50973105937673,POINT (-87.6340919 41.7128477),f059b55fca69eff5,406,W 100TH ST,,,,,,
1,67.58761057511275,POINT (-87.63393919999999 41.7128234),21d979a42744af75,400,W 100TH ST,,,,,,
1,67.6115531051896,POINT (-87.6339493 41.71318999999999),0621174a2ed50187,401,W 99TH PL,,,,,,
1,85.58501702672594,POINT (-87.6342447 41.718156699999994),556a1e36beff978f,9654,S EGGLESTON AVE,,,,,,
1,44.4949372789547,POINT (-87.6327947 41.707725900000014),53fde0c1bd6ad48f,353,W 102ND PL,,,,,,
0,54.90695729501889,POINT (-87.63270099999998 41.7077204),377c641fc9cdbd3a,351,W 102ND PL,,,,,,
0,65.11618820660804,POINT (-87.6326093 41.70772149999999),7b779bd9a729ed2c,347,W 102ND PL,,,,,,
0,75.32511904752704,POINT (-87.63251759999999 41.7077225),b3fa58e1d68ae330,345,W 102ND PL,,,,,,
0,85.52352033643142,POINT (-87.632426 41.7077237),017fa32b97c890ee,343,W 102ND PL,,,,,,
0,95.73305132265892,POINT (-87.63233429999998 41.707724899999995),d439ed9bcb9cef60,341,W 102ND PL,,,,,,
1,44.623342671516326,POINT (-87.63281819999999 41.7086403),bbdf1850812ddac2,353,W 102ND ST,,,,,,
0,55.19057802390579,POINT (-87.63272309999999 41.7086346),ee572ac879de83f4,351,W 102ND ST,,,,,,
0,65.38777905822192,POINT (-87.63263149999999 41.7086354),c4e969bae3913d82,347,W 102ND ST,,,,,,
1,84.78905226631619,POINT (-87.633984 41.7087528),fca86c1b0f118e15,10200,S EGGLESTON AVE,,,,,,
1,84.77815658388519,POINT (-87.6339803 41.7086192),7a77623f309a249e,10204,S EGGLESTON AVE,,,,,,
1,84.77704610739102,POINT (-87.6339784 41.7085491),0bf1cfed96f9f740,10210,S EGGLESTON AVE,,,,,,
1,84.77820596448463,POINT (-87.6339749 41.7084189),f0b07c11c09605dc,10214,S EGGLESTON AVE,,,,,,
1,84.76823533489113,POINT (-87.63397129999998 41.70828869999999),88304cb3ddea9876,10218,S EGGLESTON AVE,,,,,,
1,84.76742385192148,POINT (-87.63396940000001 41.7082185),2e078185a2dfaea8,10220,S EGGLESTON AVE,,,,,,
0,84.86706116724902,POINT (-87.6340516 41.711234000000005),5b469d818bd28d9e,10042,S EGGLESTON AVE,,,,,,
1,84.8694810650045,POINT (-87.6340494 41.71115160000001),def22e2f4931e2ce,10044,S EGGLESTON AVE,,,,,,
1,84.86077095225484,POINT (-87.63404709999999 41.7110692),2d75795247300cf2,10048,S EGGLESTON AVE,,,,,,
1,84.8523606104057,POINT (-87.6340448 41.71098669999999),5fcf2928e1c373d2,10052,S EGGLESTON AVE,,,,,,
1,84.85477955686048,POINT (-87.63404259999999 41.7109043),9dae9ca6b7e24e3b,10054,S EGGLESTON AVE,,,,,,
1,84.85329705797488,POINT (-87.6340404 41.7108232),156658675280bd1a,10058,S EGGLESTON AVE,,,,,,
1,44.616696261887846,POINT (-87.63283179999999 41.7091425),5e7b0f2e6bdddfbd,352,W 102ND ST,,,,,,
1,55.20248286960856,POINT (-87.6327369 41.709150400000006),7802eb55e1863d28,348,W 102ND ST,,,,,,
1,37.494486010890235,POINT (-87.6329063 41.7095322),6d73772034ff9fc9,355,W 101ST PL,,,,,,
0,47.29161822798028,POINT (-87.6328183 41.709533199999996),ebe2eb49c7960e57,353,W 101ST PL,,,,,,
0,57.08905052618653,POINT (-87.63273029999999 41.709534299999994),d95f25f701937211,349,W 101ST PL,,,,,,
0,66.8753531308879,POINT (-87.63264239999998 41.70953539999999),2a13ae84992dd4c4,347,W 101ST PL,,,,,,
0,76.6727854273631,POINT (-87.6325544 41.70953649999999),1054337e1928b413,345,W 101ST PL,,,,,,
0,86.47021772575674,POINT (-87.6324664 41.7095376),61395b4f898bd856,343,W 101ST PL,,,,,,
0,96.25622024954808,POINT (-87.6323785 41.7095386),1a8219565c6049d4,341,W 101ST PL,,,,,,
1,84.8748304359082,POINT (-87.6340583 41.7114799),3fa3c63f3796aaf6,10034,S EGGLESTON AVE,,,,,,
1,84.87305002275478,POINT (-87.6340561 41.7113989),027124a547954602,10036,S EGGLESTON AVE,,,,,,
0,84.87577064421083,POINT (-87.63405389999998 41.71131640000001),7f4c7fe064d639c2,10038,S EGGLESTON AVE,,,,,,
1,84.88969245180363,POINT (-87.63407830000001 41.7122167),00fcbbd7d976c44f,10006,S EGGLESTON AVE,,,,,,
1,84.89181603659303,POINT (-87.6340761 41.7121344),379c9b603f2ab2fe,10010,S EGGLESTON AVE,,,,,,
1,84.90476890774407,POINT (-87.634074 41.7120522),a505a2d9b9833a72,10014,S EGGLESTON AVE,,,,,,
1,84.8961521365672,POINT (-87.6340709 41.71194009999999),4719273ae2904d54,10018,S EGGLESTON AVE,,,,,,
1,84.88988291231747,POINT (-87.6340676 41.71181979999999),be095bd5e7251253,10020,S EGGLESTON AVE,,,,,,
1,84.88649806868015,POINT (-87.634065 41.711724499999995),8301d5f22ef9d4dd,10024,S EGGLESTON AVE,,,,,,
1,44.63151771176959,POINT (-87.63285609999998 41.71004870000001),525aab9b48618f65,352,W 101ST PL,,,,,,
0,55.250993821599884,POINT (-87.6327609 41.71005670000001),b8e930b1ed4e3c58,348,W 101ST PL,,,,,,
0,65.46022485309963,POINT (-87.6326692 41.710057799999994),16ffef3ec4e8df2e,346,W 101ST PL,,,,,,
0,75.65862627282239,POINT (-87.6325776 41.710059),ddaba9f0b30c7c46,344,W 101ST PL,,,,,,
0,88.41775774528324,POINT (-87.63246299999999 41.71006049999999),32d9f6b10c4fa85c,342,W 101ST PL,,,,,,
1,64.96562505942106,POINT (-87.6253184 41.71840720000001),a1babe7d5b41e41b,9604,S LAFAYETTE AVE,,,,,,
1,83.06508862371756,POINT (-87.62533669999999 41.71926789999999),4bef5e0020c2cace,9600,S LAFAYETTE AVE,,,,,,
1,26.17436230383655,POINT (-87.62438829999999 41.71903009999999),922449b62be0f697,9600,S LAFAYETTE AVE,,,,,,
1,37.49756754212433,POINT (-87.63293079999998 41.7104419),5ba09b39a19366c1,355,W 101ST ST,,,,,,
